WeekOfYear,RankThisWeek,RankKastWeek,Title,Studio,Revenue(USD),NumOfTheaters,ReleaseWeek
43,128,114,Thank You for Your Service,Gathr,631,1,3
43,129,93,Closet Monster,Strand,619,2,5
43,130,,The Seasons in Quincy: Four Portraits of John Berger,Icar.,458,1,8
43,131,,The Hollow,Uncork'd,271,1,3
43,132,108,Tharlo,Icar.,269,2,4
43,133,129,Chronic,MR,198,3,5
43,134,137,The Last Film Festival,Mont.,119,2,8
44,1,1,Boo! A Madea Halloween,LGF,21845712,2299,2
44,2,,Inferno,Sony,19807930,3576,1
44,3,2,Jack Reacher: Never Go Back,Par.,13530823,3780,2
44,4,3,The Accountant,WB,12126022,3402,3
44,5,4,Ouija: Origin of Evil,Uni.,9820625,3168,2
44,6,5,The Girl on the Train (2016),Uni.,6308885,2758,4
44,7,6,Miss Peregrine's Home for Peculiar Children,Fox,5330209,2797,5
44,8,7,Keeping Up with the Joneses,Fox,4810923,3022,2
44,9,9,Storks,WB,3507892,1901,6
44,10,10,Deepwater Horizon,LG/S,2908893,2054,5
44,11,,Ae Dil Hai Mushkil,FIP,2836565,302,1
44,12,8,Kevin Hart: What Now?,Uni.,2321925,1656,3
44,13,11,The Magnificent Seven (2016),Sony,1900503,1330,6
44,14,12,Middle School: The Worst Years of My Life,LGF,1489714,1295,4
44,15,13,Sully,WB,1342254,855,8
44,16,19,Moonlight (2016),A24,1183905,36,2
44,17,14,Denial,BST,906252,587,5
44,18,15,The Birth of a Nation,FoxS,785040,404,4
44,19,16,I'm Not Ashamed,PFR,651895,516,2
44,20,24,A Man Called Ove,MBox,564269,151,5
44,21,38,The Handmaiden,Magn.,493007,76,2
44,22,18,Desierto,STX,398815,168,3
44,23,21,Suicide Squad,WB,384864,332,13
44,24,20,Queen of Katwe,BV,378592,238,6
44,25,29,Don't Breathe,SGem,322315,431,10
44,26,25,The Secret Life of Pets,Uni.,284735,245,17
44,27,34,Certain Women,IFC,272122,92,3
44,28,23,El Jeremias,Sony,197581,192,2
44,29,26,Priceless (2016),RAtt.,185828,181,3
44,30,27,Finding Dory,BV,184990,165,20
44,31,49,Kubo and the Two Strings,Focus,182187,176,11
44,32,17,Max Steel,ORF,169255,281,3
44,33,22,Masterminds (2016),Rela.,158225,215,5
44,34,35,Luck-Key,JBG,145232,25,2
44,35,30,Bridget Jones's Baby,Uni.,139600,132,7
44,36,36,A Beautiful Planet,Imax,136026,32,27
44,37,,Mr. Donkey,CL,135000,20,1
44,38,32,American Pastoral,LGF,128930,51,2
44,39,28,Snowden,ORF,121196,87,7
44,40,33,The Dressmaker,BG,116448,75,6
44,41,42,Pete's Dragon (2016),BV,105722,152,12
44,42,47,Jason Bourne,Uni.,84790,104,14
44,43,43,Hell or High Water,LGF,83868,71,12
44,44,51,Harry & Snowman,FR,75258,25,5
44,45,52,Aquarius,Vita.,70643,30,3
44,46,48,Miss Hokusai,GK,63150,63,3
44,47,,Gimme Danger,Magn.,55229,3,1
44,48,46,Operation Mekong,WGUSA,53135,18,5
44,49,58,No Manches Frida,PNT,52884,53,9
44,50,50,Ghostbusters (2016),Sony,52351,91,16
44,51,45,The Beatles: Eight Days a Week - The Touring Years,Abr.,51422,60,7
44,52,44,American Honey,A24,48147,50,5
44,53,55,Christine (2016),Orch.,46729,21,3
44,54,78,Voiceless,AAE,42302,20,4
44,55,69,Tampopo (2016 re-release),Jan.,37115,2,2
44,56,53,The Light Between Oceans,BV,29804,58,9
44,57,61,Don't Think Twice,TFA,28837,16,15
44,58,31,Oasis: Supersonic,A24,26372,14,1
44,59,39,Shin Godzilla,FUN,24554,11,3
44,60,65,Sausage Party,Sony,23214,37,12
44,61,66,Embrace: The Documentary,Gathr,21555,15,6
44,62,63,Spirit of the Game,Gold.,18718,16,4
44,63,75,King Cobra,IFC,17323,3,2
44,64,57,In a Valley of Violence,FCW,17059,12,2
44,65,68,Tower,KL,16619,8,5
44,66,70,Fire at Sea,KL,15118,7,7
44,67,,Shangri-La Suite,B&A,14073,25,1
44,68,76,When the Bough Breaks,SGem,13850,32,8
44,69,67,Ice Age: Collision Course,Fox,12993,29,15
44,70,,The Eagle Huntress,SPC,12962,3,-
44,71,80,Sand Storm,KL,12291,5,5
44,72,90,We Are X,Drft.,12073,7,2
44,73,71,Hunt for the Wilderpeople,Orch.,10120,15,19
44,74,92,Seed: The Untold Story,CEye,9656,2,10
44,75,86,Born to Be Wild (IMAX),WB,8994,8,291
44,76,103,Hieronymus Bosch: Touched by the Devil,KL,8794,3,16
44,77,101,Being 17,Strand,8087,7,4
44,78,,Portrait of a Garden,Ghop,7914,1,1
44,79,73,I Belonged to You,CL,7764,3,5
44,80,83,Ixcanul,KL,7190,7,30
44,81,93,Train to Busan,WGUSA,6639,5,15
44,82,85,Do Not Resist,Vanish,6163,5,5
44,83,72,The Hollars,SPC,6133,17,10
44,84,105,Little Men (2016),Magn.,5889,6,13
44,85,95,Coming Through the Rye,EF,5692,3,3
44,86,79,Apparition Hill,LFlower,5567,0,13
44,87,62,Premam,BSC,5140,8,4
44,88,102,Hubble 3D,WB,4916,3,346
44,89,82,Indignation,RAtt.,4321,6,14
44,90,100,Mia Madre,MBox,4233,10,10
44,91,96,Girl Asleep,Osci.,4190,8,6
44,92,98,The Uncondemned,Abr.,4000,2,2
44,93,123,Demon,Orch.,3975,9,8
44,94,117,The Greasy Strangler,FR,3423,1,4
44,95,60,Asura: The City of Madness,CJ,3266,6,4
44,96,87,Greater,Ham,3001,6,10
44,97,94,Generation Found,Gathr,2967,3,9
44,98,127,Deep Sea 3D (IMAX),WB,2914,2,537
44,99,,Kate Plays Christine,Ghop,2673,3,10
44,100,113,Our Little Sister,SPC,2577,2,17
44,101,,Space Station 3-D (IMAX),Imax,2471,3,733
44,102,120,Island of Lemurs: Madagascar (IMAX),WB,2185,3,135
44,103,,Don't Blink - Robert Frank,Ghop,2130,2,16
44,104,129,Closet Monster,Strand,2087,4,6
44,105,112,The Tenth Man,KL,2000,1,13
44,106,109,Equity,SPC,1774,6,14
44,107,115,Search Engines,Indic.,1575,1,3
44,108,88,Dark Horse (2016),SPC,1528,4,26
44,109,,Eat That Question: Frank Zappa in His Own Words,SPC,1506,2,19
44,110,111,"Lo and Behold, Reveries of the Connected World",Magn.,1362,3,11
44,111,122,Under the Sea 3D,WB,1362,3,403
44,112,121,The Best Democracy Money Can Buy: A Tale of Billionaires & Ballot Bandits,CLS,1341,1,6
44,113,116,The Lovers and the Despot,Magn.,1332,3,6
44,114,,The Ruins of Lifta,FRun,1120,1,5
44,115,114,Danny Says,Magn.,1100,2,5
44,116,99,Southside with You,RAtt.,1029,4,10
44,117,,Made in France,UTMW,963,1,6
44,118,91,Cameraperson,Jan.,941,2,8
44,119,,Tanna,Lightyear,878,1,7
44,120,,Kamikaze '89,FM,837,1,20
44,121,106,The Age of Shadows,CJ,679,1,6
44,122,,Don't Call Me Son,Zeit.,642,1,-
44,123,,"Right Now, Wrong Then",Ghop,367,1,14
44,124,130,The Seasons in Quincy: Four Portraits of John Berger,Icar.,158,1,9
44,125,107,Blue Jay,Orch.,100,1,4
45,1,,Doctor Strange,BV,109982169,3882,1
45,2,,Trolls,Fox,58964315,4060,1
45,3,,Hacksaw Ridge,LGF,21489321,2886,1
45,4,1,Boo! A Madea Halloween,LGF,9668024,2234,3
45,5,2,Inferno,Sony,8524085,3576,2
45,6,4,The Accountant,WB,8247561,2688,4
45,7,3,Jack Reacher: Never Go Back,Par.,7601711,3079,3
45,8,5,Ouija: Origin of Evil,Uni.,5120840,2380,3
45,9,6,The Girl on the Train (2016),Uni.,3745765,1572,5
45,10,7,Miss Peregrine's Home for Peculiar Children,Fox,2712718,1710,6
45,11,16,Moonlight (2016),A24,1662962,83,3
45,12,8,Keeping Up with the Joneses,Fox,1511342,1064,3
45,13,9,Storks,WB,1308230,1155,7
45,14,10,Deepwater Horizon,LG/S,1021149,783,6
45,15,11,Ae Dil Hai Mushkil,FIP,997331,296,2
45,16,12,Kevin Hart: What Now?,Uni.,767370,453,4
45,17,15,Sully,WB,724840,454,9
45,18,13,The Magnificent Seven (2016),Sony,630393,490,7
45,19,14,Middle School: The Worst Years of My Life,LGF,583793,485,5
45,20,20,A Man Called Ove,MBox,552126,169,6
45,21,,Mad Max: Fury Road (Academy Re-Release),WB,421986,0,1
45,21,17,Denial,BST,401144,218,6
45,22,21,The Handmaiden,Magn.,385279,101,3
45,23,18,The Birth of a Nation,FoxS,364017,197,5
45,24,26,The Secret Life of Pets,Uni.,362855,237,18
45,25,23,Suicide Squad,WB,324638,245,14
45,26,27,Certain Women,IFC,265218,138,4
45,27,24,Queen of Katwe,BV,216065,172,7
45,28,,Loving ,Focus,208191,4,1
45,29,30,Finding Dory,BV,201583,160,21
45,30,47,Gimme Danger,Magn.,186636,71,2
45,31,22,Desierto,STX,172633,102,4
45,32,31,Kubo and the Two Strings,Focus,154170,149,12
45,33,19,I'm Not Ashamed,PFR,154101,131,3
45,34,36,A Beautiful Planet,Imax,140704,33,28
45,35,43,Hell or High Water,LGF,132596,144,13
45,36,38,American Pastoral,LGF,124507,70,3
45,37,41,Pete's Dragon (2016),BV,124366,90,13
45,38,37,Mr. Donkey,CL,114994,24,2
45,39,39,Snowden,ORF,99283,115,8
45,40,34,Luck-Key,JBG,89650,26,3
45,41,40,The Dressmaker,BG,85864,45,7
45,42,70,The Eagle Huntress,SPC,75482,4,1
45,43,42,Jason Bourne,Uni.,72600,92,15
45,44,44,Harry & Snowman,FR,63071,20,6
45,45,35,Bridget Jones's Baby,Uni.,60235,60,8
45,46,68,When the Bough Breaks,SGem,58289,87,9
45,47,53,Christine (2016),Orch.,55634,40,4
45,48,25,Don't Breathe,SGem,55184,72,11
45,49,45,Aquarius,Vita.,54442,31,4
45,50,81,Train to Busan,WGUSA,49968,19,16
45,51,61,Embrace: The Documentary,Gathr,43353,31,7
45,52,28,El Jeremias,Sony,40267,25,3
45,53,29,Priceless (2016),RAtt.,40225,43,4
45,54,33,Masterminds (2016),Rela.,38153,60,6
45,55,51,The Beatles: Eight Days a Week - The Touring Years,Abr.,35221,40,8
45,56,50,Ghostbusters (2016),Sony,25462,47,17
45,57,52,American Honey,A24,23560,23,6
45,58,63,King Cobra,IFC,22048,17,3
45,59,46,Miss Hokusai,GK,21097,19,4
45,60,57,Don't Think Twice,TFA,18263,12,16
45,61,65,Tower,KL,16158,13,6
45,62,55,Tampopo (2016 re-release),Jan.,14252,3,3
45,63,62,Spirit of the Game,Gold.,14228,14,5
45,64,75,Born to Be Wild (IMAX),WB,13288,7,292
45,65,72,We Are X,Drft.,13275,6,3
45,66,74,Seed: The Untold Story,CEye,12793,2,11
45,67,86,Apparition Hill,LFlower,12563,1,14
45,68,48,Operation Mekong,WGUSA,11932,5,6
45,69,82,Do Not Resist,Vanish,9692,8,6
45,70,66,Fire at Sea,KL,8776,5,8
45,71,,What Happened Last Night,Gemelli,8750,25,1
45,72,96,Greater,Ham,8235,5,11
45,73,,The Channel,Indic.,7750,10,4
45,74,71,Sand Storm,KL,7563,5,6
45,75,58,Oasis: Supersonic,A24,7089,2,2
45,76,,The Charnel House,Free,6332,10,1
45,77,84,Little Men (2016),Magn.,6258,10,14
45,78,105,The Tenth Man,KL,5572,1,15
45,79,,Peter and the Farm,Magn.,5160,1,1
45,80,88,Hubble 3D,WB,5155,5,347
45,81,,Star Crossed,Indic.,4770,10,5
45,82,100,Our Little Sister,SPC,4081,6,18
45,83,59,Shin Godzilla,FUN,3693,4,4
45,84,111,Under the Sea 3D,WB,3688,2,404
45,85,92,The Uncondemned,Abr.,3641,2,3
45,86,,The Wanderers (2016 re-release),KL,3359,1,-
45,87,122,Don't Call Me Son,Zeit.,3356,1,1
45,88,80,Ixcanul,KL,3258,4,31
45,89,87,Premam,BSC,3211,5,5
45,90,98,Deep Sea 3D (IMAX),WB,3175,3,539
45,91,54,Voiceless,AAE,2824,8,5
45,92,,Love Me True,Indic.,2678,4,5
45,93,,A Bit of Bad Luck,Indic.,2652,6,5
45,94,,This Last Lonely Place,Indic.,2628,4,5
45,95,108,Dark Horse (2016),SPC,2627,3,27
45,96,,Olivia Experiment,Indic.,2622,6,8
45,97,,A Reason,Indic.,2608,4,8
45,98,,Hot Water,Indic.,2602,5,16
45,99,110,"Lo and Behold, Reveries of the Connected World",Magn.,2595,5,12
45,100,,New World Order,Indic.,2408,2,6
45,101,97,Generation Found,Gathr,2222,2,10
45,102,102,Island of Lemurs: Madagascar (IMAX),WB,2211,1,136
45,103,,Gridiron Heroes,Indic.,2200,4,7
45,104,,History of Jazz: Oxygen for the Ears,Indic.,1784,4,5
45,105,106,Equity,SPC,1675,3,15
45,106,,Butterfly Girl,Indic.,1575,3,8
45,107,,Never,Indic.,1509,3,5
45,108,,"Kill Me, Deadly",Indic.,1500,2,5
45,109,107,Search Engines,Indic.,1452,2,4
45,110,,The Romans,Indic.,1221,3,5
45,111,,NightLights,Indic.,1207,2,5
45,112,,Coming Up Roses (2014 re-release),Indic.,1206,3,6
45,113,,Fatima,KL,1143,1,11
45,114,112,The Best Democracy Money Can Buy: A Tale of Billionaires & Ballot Bandits,CLS,1060,1,7
45,115,,Gone Doggy Gone,Indic.,1053,3,4
45,116,79,I Belonged to You,CL,1034,2,6
45,117,,"Ugly, Dirty and Bad (Re-Release)",FM,922,3,3
45,118,76,Hieronymus Bosch: Touched by the Devil,KL,904,2,17
45,119,,The Battle of Algiers (2016),Rialto,903,1,5
45,120,,Galapagos (IMAX),Imax,725,1,827
45,121,,The Watermelon Woman (20th Anniversary / 2K HD Restoration),FRun,690,1,-
45,122,109,Eat That Question: Frank Zappa in His Own Words,SPC,633,1,20
45,123,83,The Hollars,SPC,629,2,11
45,124,,As I Open My Eyes,KL,616,1,9
45,126,,The Black Dove,Indic.,552,1,5
45,125,,The Seventh Fire,FM,552,1,14
45,127,,La Notte (2016 re-release),Rialto,358,1,8
45,128,77,Being 17,Strand,357,1,5
45,129,115,Danny Says,Magn.,344,1,6
45,130,117,Made in France,UTMW,267,1,7
45,131,,My King (Mon roi),FM,243,1,13
45,132,124,The Seasons in Quincy: Four Portraits of John Berger,Icar.,53,0,10
46,1,1,Doctor Strange,BV,53884708,3882,2
46,2,2,Trolls,Fox,39750218,4066,2
46,3,,Arrival,Par.,31570799,2317,1
46,4,,Almost Christmas,Uni.,18380740,2376,1
46,5,3,Hacksaw Ridge,LGF,14614971,2971,2
46,6,6,The Accountant,WB,5981263,2342,5
46,7,,Shut In,EC,4436645,2058,1
46,8,7,Jack Reacher: Never Go Back,Par.,4407474,2584,4
46,9,5,Inferno,Sony,4401458,2656,3
46,10,4,Boo! A Madea Halloween,LGF,4134742,2104,4
46,11,9,The Girl on the Train (2016),Uni.,2177975,1008,6
46,12,8,Ouija: Origin of Evil,Uni.,2090940,1538,4
46,13,11,Moonlight (2016),A24,1738390,176,4
46,14,10,Miss Peregrine's Home for Peculiar Children,Fox,1440534,955,7
46,15,12,Keeping Up with the Joneses,Fox,718714,510,4
46,16,28,Loving ,Focus,674897,46,2
46,17,13,Storks,WB,544801,428,8
46,18,20,A Man Called Ove,MBox,520136,194,7
46,19,14,Deepwater Horizon,LG/S,511374,390,7
46,20,17,Sully,WB,462178,303,10
46,21,,Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,411310,103,1
46,22,24,The Secret Life of Pets,Uni.,373355,221,19
46,23,15,Ae Dil Hai Mushkil,FIP,333457,163,3
46,24,22,The Handmaiden,Magn.,321600,125,4
46,25,19,Middle School: The Worst Years of My Life,LGF,309595,226,6
46,26,18,The Magnificent Seven (2016),Sony,291382,238,8
46,27,42,The Eagle Huntress,SPC,271597,31,2
46,28,37,Pete's Dragon (2016),BV,250022,179,14
46,29,16,Kevin Hart: What Now?,Uni.,215785,196,5
46,30,21,Denial,BST,210597,121,7
46,31,29,Finding Dory,BV,180407,140,22
46,32,27,Queen of Katwe,BV,156622,118,8
46,33,,Billy Lynn's Long Halftime Walk,TriS,156611,2,1
46,34,26,Certain Women,IFC,155885,120,5
46,35,34,A Beautiful Planet,Imax,137916,31,29
46,36,31,Desierto,STX,132116,54,5
46,37,23,The Birth of a Nation,FoxS,127564,107,6
46,38,32,Kubo and the Two Strings,Focus,111091,107,13
46,39,30,Gimme Danger,Magn.,105229,69,3
46,40,35,Hell or High Water,LGF,99647,113,14
46,41,,Rock On 2,Eros,98868,97,1
46,42,,Elle,SPC,86086,4,1
46,43,38,Mr. Donkey,CL,80255,27,3
46,44,39,Snowden,ORF,72609,83,9
46,45,41,The Dressmaker,BG,71260,40,8
46,46,33,I'm Not Ashamed,PFR,68493,85,4
46,47,36,American Pastoral,LGF,64598,59,4
46,48,47,Christine (2016),Orch.,49745,57,5
46,49,40,Luck-Key,JBG,48385,10,4
46,50,44,Harry & Snowman,FR,47921,15,7
46,51,43,Jason Bourne,Uni.,47540,70,16
46,52,51,Embrace: The Documentary,Gathr,45086,34,8
46,53,49,Aquarius,Vita.,40522,27,5
46,54,48,Don't Breathe,SGem,36067,47,12
46,55,45,Bridget Jones's Baby,Uni.,35450,40,9
46,56,55,The Beatles: Eight Days a Week - The Touring Years,Abr.,29381,21,9
46,57,46,When the Bough Breaks,SGem,26724,55,10
46,58,,The Love Witch,Osci.,26662,6,1
46,59,53,Priceless (2016),RAtt.,18783,21,5
46,60,52,El Jeremias,Sony,18080,13,4
46,61,,Disturbing the Peace,Abr.,16355,2,1
46,62,66,Seed: The Untold Story,CEye,15418,3,12
46,63,62,Tampopo (2016 re-release),Jan.,14360,2,4
46,64,60,Don't Think Twice,TFA,14155,10,17
46,65,50,Train to Busan,WGUSA,13058,6,17
46,66,,The Monster (2016),A24,11124,18,1
46,67,58,King Cobra,IFC,10742,13,4
46,68,57,American Honey,A24,9965,11,7
46,69,101,Generation Found,Gathr,7833,7,11
46,70,88,Ixcanul,KL,7215,5,32
46,71,,Remember the Goal,5&2,7195,6,6
46,72,128,Being 17,Strand,7044,4,6
46,73,64,Born to Be Wild (IMAX),WB,6049,6,293
46,74,,Until Forever (Por Siempre),CZ,5703,12,-
46,75,65,We Are X,Drft.,5143,12,4
46,76,67,Apparition Hill,LFlower,5050,0,15
46,77,80,Hubble 3D,WB,5038,0,348
46,78,72,Greater,Ham,4840,3,12
46,79,,The Fiance,Indic.,4812,4,1
46,80,61,Tower,KL,4748,9,7
46,81,,"Kiki, Love to Love",Strand,4674,1,1
46,82,68,Operation Mekong,WGUSA,4505,5,7
46,83,77,Little Men (2016),Magn.,4477,7,15
46,84,,"No Pay, Nudity",Mont.,4458,8,1
46,85,87,Don't Call Me Son,Zeit.,4416,2,2
46,86,79,Peter and the Farm,Magn.,4388,8,2
46,87,73,The Channel,Indic.,4235,5,6
46,88,,National Bird,FR,4094,1,1
46,89,86,The Wanderers (2016 re-release),KL,3684,4,1
46,90,70,Fire at Sea,KL,3492,3,9
46,91,,Thank You for Your Service,Gathr,3385,3,6
46,92,104,History of Jazz: Oxygen for the Ears,Indic.,3335,5,7
46,93,82,Our Little Sister,SPC,3213,9,19
46,94,102,Island of Lemurs: Madagascar (IMAX),WB,3129,3,137
46,95,81,Star Crossed,Indic.,3025,5,7
46,96,90,Deep Sea 3D (IMAX),WB,2880,3,541
46,97,100,New World Order,Indic.,2379,3,8
46,98,95,Dark Horse (2016),SPC,2346,2,28
46,99,111,NightLights,Indic.,2285,5,7
46,100,107,Never,Indic.,2204,4,7
46,101,129,Danny Says,Magn.,1976,3,7
46,102,84,Under the Sea 3D,WB,1870,3,405
46,103,96,Olivia Experiment,Indic.,1854,5,10
46,104,93,A Bit of Bad Luck,Indic.,1788,4,7
46,105,97,A Reason,Indic.,1747,4,10
46,106,108,"Kill Me, Deadly",Indic.,1551,3,7
46,107,98,Hot Water,Indic.,1516,4,18
46,108,123,The Hollars,SPC,1450,3,12
46,109,92,Love Me True,Indic.,1340,3,7
46,110,121,The Watermelon Woman (20th Anniversary / 2K HD Restoration),FRun,1299,1,1
46,111,,Cameraperson,Jan.,1273,1,10
46,112,120,Galapagos (IMAX),Imax,1246,1,828
46,113,103,Gridiron Heroes,Indic.,1232,2,9
46,114,109,Search Engines,Indic.,1210,1,5
46,115,,Kamikaze '89,FM,1163,1,22
46,116,78,The Tenth Man,KL,1143,1,16
46,117,94,This Last Lonely Place,Indic.,1109,2,7
46,118,115,Gone Doggy Gone,Indic.,1055,3,6
46,119,130,Made in France,UTMW,1040,2,8
46,120,113,Fatima,KL,1019,1,12
46,121,126,The Black Dove,Indic.,1014,3,7
46,122,110,The Romans,Indic.,1012,1,7
46,123,106,Butterfly Girl,Indic.,959,3,10
46,124,,Eva Hesse,Zeit.,952,2,10
46,125,112,Coming Up Roses (2014 re-release),Indic.,927,2,8
46,126,105,Equity,SPC,900,1,16
46,127,,Closet Monster,Strand,515,2,8
46,128,99,"Lo and Behold, Reveries of the Connected World",Magn.,505,2,13
46,129,71,What Happened Last Night,Gemelli,494,6,2
46,130,118,Hieronymus Bosch: Touched by the Devil,KL,370,1,18
46,131,131,My King (Mon roi),FM,250,1,14
46,132,119,The Battle of Algiers (2016),Rialto,223,1,6
46,133,132,The Seasons in Quincy: Four Portraits of John Berger,Icar.,206,1,11
46,134,,Neither Heaven Nor Earth,FM,191,1,12
46,135,,Spa Night,Strand,104,1,10
46,136,125,The Seventh Fire,FM,93,1,15
47,1,,Fantastic Beasts and Where To Find Them,WB,110927553,4144,1
47,2,1,Doctor Strange,BV,28174050,3008,3
47,3,2,Trolls,Fox,26043909,3378,3
47,4,,Moana,BV,25448873,3875,-
47,5,3,Arrival,Par.,19536764,2442,2
47,6,4,Almost Christmas,Uni.,10618520,1868,2
47,7,5,Hacksaw Ridge,LGF,10610558,2418,3
47,8,,The Edge of Seventeen,STX,7307032,1945,1
47,9,,Allied,Par.,5024304,3160,-
47,10,,Bleed for This,ORF,3303704,1549,1
47,11,6,The Accountant,WB,3029356,556,6
47,12,,Bad Santa 2,BG,2924533,2920,-
47,13,13,Moonlight (2016),A24,2168847,596,5
47,14,7,Shut In,EC,2035517,277,2
47,15,10,Boo! A Madea Halloween,LGF,1502211,350,5
47,16,16,Loving ,Focus,1493639,421,3
47,17,8,Jack Reacher: Never Go Back,Par.,1387515,345,5
47,18,33,Billy Lynn's Long Halftime Walk,TriS,1225954,1176,2
47,19,9,Inferno,Sony,897880,165,4
47,20,,Nocturnal Animals,Focus,853570,127,1
47,21,11,The Girl on the Train (2016),Uni.,780470,264,7
47,22,,Rules Don't Apply,Fox,587069,2382,-
47,23,14,Miss Peregrine's Home for Peculiar Children,Fox,533756,239,8
47,24,,Dear Zindagi,Relbig.,419205,145,-
47,25,,Manchester by the Sea,RAtt.,401639,4,1
47,26,12,Ouija: Origin of Evil,Uni.,391940,381,5
47,27,22,The Secret Life of Pets,Uni.,375270,201,20
47,28,18,A Man Called Ove,MBox,339788,174,8
47,29,26,The Magnificent Seven (2016),Sony,300424,195,9
47,30,,I Am Not Madame Bovary,WGUSA,287125,39,1
47,31,27,The Eagle Huntress,SPC,285310,56,3
47,32,17,Storks,WB,281834,174,9
47,33,25,Middle School: The Worst Years of My Life,LGF,270856,147,7
47,34,20,Sully,WB,265580,253,11
47,35,15,Keeping Up with the Joneses,Fox,239636,122,5
47,36,19,Deepwater Horizon,LG/S,227288,200,8
47,37,28,Pete's Dragon (2016),BV,217647,127,15
47,38,24,The Handmaiden,Magn.,201879,110,5
47,39,42,Elle,SPC,195414,35,2
47,40,21,Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,192773,103,2
47,41,35,A Beautiful Planet,Imax,135909,30,30
47,42,31,Finding Dory,BV,119639,78,23
47,43,23,Ae Dil Hai Mushkil,FIP,97630,20,4
47,44,30,Denial,BST,97296,84,8
47,45,38,Kubo and the Two Strings,Focus,75782,46,14
47,46,32,Queen of Katwe,BV,69586,30,9
47,47,58,The Love Witch,Osci.,57772,22,2
47,48,45,The Dressmaker,BG,52260,38,9
47,49,,A Street Cat Named Bob,Cleopatra,48458,24,1
47,50,34,Certain Women,IFC,46245,65,6
47,51,50,Harry & Snowman,FR,45436,24,8
47,52,29,Kevin Hart: What Now?,Uni.,40970,62,6
47,53,39,Gimme Danger,Magn.,37202,34,4
47,54,74,Until Forever (Por Siempre),CZ,37111,12,1
47,55,,Best Worst Thing That Ever Could Have Happened,Abr.,35296,2,1
47,56,37,The Birth of a Nation,FoxS,34670,44,7
47,57,48,Christine (2016),Orch.,32058,45,6
47,58,56,The Beatles: Eight Days a Week - The Touring Years,Abr.,25482,12,10
47,59,43,Mr. Donkey,CL,21954,10,4
47,60,,Vanishing Time: A Boy Who Returned,Dreamwest,20047,17,1
47,61,51,Jason Bourne,Uni.,19710,35,17
47,62,54,Don't Breathe,SGem,17663,23,13
47,63,46,I'm Not Ashamed,PFR,17290,22,5
47,64,63,Tampopo (2016 re-release),Jan.,16977,4,5
47,65,,Off the Rails,TFC,13572,1,1
47,66,,Daughters of the Dust (2016 re-release),Cohen,12624,1,1
47,67,47,American Pastoral,LGF,12402,12,5
47,68,55,Bridget Jones's Baby,Uni.,11710,22,10
47,69,,Do Not Resist,Vanish,10424,5,8
47,70,61,Disturbing the Peace,Abr.,8932,2,2
47,71,68,American Honey,A24,8712,11,8
47,72,64,Don't Think Twice,TFA,8562,5,18
47,73,52,Embrace: The Documentary,Gathr,8232,6,9
47,74,77,Hubble 3D,WB,8210,8,349
47,75,73,Born to Be Wild (IMAX),WB,6890,6,294
47,76,80,Tower,KL,5087,3,8
47,77,130,Hieronymus Bosch: Touched by the Devil,KL,5054,3,19
47,78,,Blood on the Mountain,Abr.,4664,2,1
47,79,88,National Bird,FR,4315,8,2
47,80,86,Peter and the Farm,Magn.,3988,7,3
47,81,,Hunter Gatherer,Mats.,3960,2,1
47,82,84,"No Pay, Nudity",Mont.,3901,8,2
47,83,81,"Kiki, Love to Love",Strand,3882,3,2
47,84,102,Under the Sea 3D,WB,3766,4,406
47,85,90,Fire at Sea,KL,3750,2,10
47,86,62,Seed: The Untold Story,CEye,3721,1,13
47,87,114,Search Engines,Indic.,3508,2,6
47,88,59,Priceless (2016),RAtt.,3099,4,6
47,89,70,Ixcanul,KL,3019,3,33
47,90,91,Thank You for Your Service,Gathr,2900,3,7
47,91,75,We Are X,Drft.,2885,10,5
47,92,92,History of Jazz: Oxygen for the Ears,Indic.,2813,4,9
47,93,82,Operation Mekong,WGUSA,2772,1,8
47,94,104,A Bit of Bad Luck,Indic.,2536,2,9
47,95,108,The Hollars,SPC,2530,8,13
47,96,103,Olivia Experiment,Indic.,2396,4,12
47,97,111,Cameraperson,Jan.,2394,1,11
47,98,89,The Wanderers (2016 re-release),KL,2225,5,2
47,99,,Magnus,FR,2099,1,1
47,100,112,Galapagos (IMAX),Imax,2089,2,830
47,101,67,King Cobra,IFC,1945,3,5
47,102,96,Deep Sea 3D (IMAX),WB,1940,2,543
47,103,,La Notte (2016 re-release),Rialto,1827,2,10
47,104,122,The Romans,Indic.,1767,2,9
47,105,113,Gridiron Heroes,Indic.,1725,2,11
47,106,95,Star Crossed,Indic.,1668,3,9
47,107,105,A Reason,Indic.,1521,3,12
47,108,83,Little Men (2016),Magn.,1519,2,16
47,109,97,New World Order,Indic.,1490,2,9
47,110,,Journey to the South Pacific,Imax,1432,2,150
47,111,,As I Open My Eyes,KL,1429,1,11
47,112,66,The Monster (2016),A24,1420,3,2
47,113,109,Love Me True,Indic.,1377,2,9
47,114,123,Butterfly Girl,Indic.,1317,3,12
47,115,121,The Black Dove,Indic.,1302,2,9
47,116,78,Greater,Ham,1284,2,13
47,117,106,"Kill Me, Deadly",Indic.,1266,2,9
47,118,87,The Channel,Indic.,1218,3,8
47,119,79,The Fiance,Indic.,1192,4,2
